sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
and roselinda shows her the blue bird ear rings that play oh what a beautiful morning .,show,shows,VBZ,rings,her,NNS,PRP
roselinda gives max the change you take care of this dollar young man .,give,gives,VBZ,change,max,NN,NNP
what color what kind of a car does she drive ?,drive,drive,VB,kind,color,NN,NN
that's a u he's showing you the letters .,show,showing,VBG,letters,you,NNS,PRP
he's showing you the letters .,show,showing,VBG,letters,you,NNS,PRP
naima you should say he's showing me the letters .,show,showing,VBG,letters,me,NNS,PRP
are you giving mommy the cow .,give,giving,VBG,cow,mommy,NN,NN
who gave you that doggie ?,give,gave,VBD,doggie,you,NN,PRP
where's the little red duck that nonna sent you ?,send,sent,VBD,you,that,PRP,WDT
okay give me the cup .,give,give,VB,cup,me,NN,PRP
daddy is making you a sandwich .,make,making,VBG,sandwich,you,NN,PRP
and i'll give you a ride .,give,give,VB,ride,you,NN,PRP
do you want to help daddy and tell daddy the story ?,tell,tell,VB,story,daddy,NN,NNP
okay daddy is gonna stop telling you story ?,tell,telling,VBG,story,you,NN,PRP
i don't want tell you story ?,tell,tell,VB,story,you,NN,PRP
your granma and grampa sent you blocks for your birthday .,send,sent,VBD,blocks,you,NNS,PRP
i'll give you the phone .,give,give,VB,phone,you,NN,PRP
daddy is gonna make you a scrambled egg for breakfast ?,make,make,VB,egg,you,NN,PRP
and daddy is gonna make you a scrambled egg .,make,make,VB,egg,you,NN,PRP
let us give you your medicine .,give,give,VB,medicine,you,NN,PRP
and we can also show manuela your coffee maker if you want .,show,show,VB,maker,manuela,NN,NNP
honey i brought all your things over you wanna play with this .,bring,brought,VBD,you,things,PRP,NNS
show me your feathers .,show,show,VB,feathers,me,NNS,PRP
i'm calling my husband to tell him what you just told me and then i'm calling you ?,tell,told,VBD,me,what,PRP,WP
sweetie do you remember who gave you shamu ?,give,gave,VBD,shamu,you,NNP,PRP
grandma barbara and grandpa richard gave you shamu and they're coming this afternoon .,give,gave,VBD,shamu,you,NNP,PRP
oh do you show manuela your little fish .,show,show,VB,fish,manuela,NN,NNP
why don't you give mommy her microphone and i'll getchou .,give,give,VB,microphone,mommy,NN,NN
what do you want for lunch a donut .,want,want,VB,donut,what,NN,WP
do you believe what daddy told you ?,tell,told,VBD,you,what,PRP,WP
who gave her that name bibi ?,give,gave,VBD,name,her,NN,PRP
who gave the doll that name bibi ?,give,gave,VBD,name,doll,NN,NN
yeah grandma gave you these dolls .,give,gave,VBD,dolls,you,NNS,PRP
you can eat while mommy brings you a shirt ?,bring,brings,VBZ,shirt,you,NN,PRP
wanna give him some apple .,give,give,VB,apple,him,NN,PRP
so he showed them the baby .,show,showed,VBD,baby,them,NN,PRP
and then i can give you a pop .,give,give,VB,pop,you,NN,PRP
how come you don't wanna give me a kiss ?,give,give,VB,kiss,me,NN,PRP
the lion oh so lion what does the lion say .,say,say,VB,what,lion,WP,NN
give me kisses .,give,give,VB,kisses,me,NNS,PRP
give me one of those puzzle pieces i need .,give,give,VB,one,me,CD,PRP
one of those puzzle pieces give me one of those please ?,give,give,VB,one,me,CD,PRP
i need them i need them please give me one .,give,give,VB,them,them,PRP,PRP
yeah you can give your daddy a smile can't you .,give,give,VB,smile,daddy,NN,NN
would you give your daddy a big smile ?,give,give,VB,smile,daddy,NN,NN
i mean if you want to call him and say that the power ?,say,say,VB,power,that,NN,DT
violet can i give you a kiss .,give,give,VB,kiss,you,NN,PRP
give the baby some drop drops .,give,give,VB,drops,baby,NNS,NN
the ribbon that gammy gave you once .,give,gave,VBD,you,that,PRP,WDT
are you giving me the lady .,give,giving,VBG,lady,me,NN,PRP
fed the ducks food ?,feed,fed,VBN,food,ducks,NN,NNS
look what uncle frank sent you .,send,sent,VBD,you,what,PRP,WP
uncle frank sent you a picture of kitties .,send,sent,VBD,picture,you,NN,PRP
do you like the picture that uncle frank sent you ?,send,sent,VBD,you,that,PRP,WDT
and frank sent you another picture .,send,sent,VBD,picture,you,NN,PRP
where are the kittie cats that frank sent you ?,send,sent,VBD,you,that,PRP,WDT
frank sent nina a book and frank sent nina a picture of some kittie cats .,send,sent,VBD,book,nina,NN,NNP
i'll give you one one flower .,give,give,VB,flower,you,NN,PRP
what did she give you ?,give,give,VB,you,what,PRP,WP
joanne gave you that bibbie ?,give,gave,VBD,bibbie,you,NN,PRP
she gave you that .,give,gave,VBD,that,you,DT,PRP
no we'll give her some milk out of the cup at supper time not now .,give,give,VB,milk,her,NN,PRP
run and give papa a kiss ?,give,give,VB,kiss,papa,NN,NN
you go and give fraser a kiss .,give,give,VBP,kiss,fraser,NN,NNP
let's make that what color should we make that .,make,make,VB,that,color,DT,NN
here let me give you good bite ?,give,give,VB,bite,you,NN,PRP
doctor wong gave us lots .,give,gave,VBD,lots,us,NNS,PRP
and i'll give you a ride .,give,give,VB,ride,you,NN,PRP
give me spoon ?,give,give,VB,spoon,me,NN,PRP
do you wanna give me all the things that go in here ?,give,give,VB,things,me,NNS,PRP
you want the make believe milk .,want,want,VBP,milk,believe,NN,VB
you gonna read the monkey a story .,read,read,VB,story,monkey,NN,NNP
what are you gonna tell grandma ?,tell,tell,VB,grandma,what,NN,WP
you wanna give that doggie a kiss ?,give,give,VB,kiss,doggie,NN,NN
did she give you a kiss goodbye .,give,give,VB,kiss,you,NN,PRP
j j could you give mommy a kiss ?,give,give,VB,kiss,mommy,NN,NN
give the baby a kiss !,give,give,VB,kiss,baby,NN,NN
you're giving him a hug .,give,giving,VBG,hug,him,NN,PRP
what is it that you're giving the dog patrick ?,give,giving,VBG,dog,that,NN,WDT
go ahead you can give it a pull .,give,give,VB,pull,it,NN,PRP
and threw them books back do you like books ?,throw,threw,VBD,books,them,NNS,PRP
what shall we give the doggie ?,give,give,VB,doggie,what,NN,WP
maybe we should read the doggie a book .,read,read,VB,book,doggie,NN,NN
maybe we should read that doggie another book ?,read,read,VB,book,doggie,NN,NN
what are you gonna tell him ?,tell,tell,VB,him,what,PRP,WP
sit down and i'll give you more cucumber .,give,give,VB,cucumber,you,NN,PRP
i gave you some ?,give,gave,VBD,some,you,DT,PRP
i'll give you something else .,give,give,VB,something,you,NN,PRP
who gave you this balloon ?,give,gave,VBD,balloon,you,NN,PRP
who gave you this balloon ?,give,gave,VBD,balloon,you,NN,PRP
shall we give her some more milk ?,give,give,VB,milk,her,NN,PRP
shall we give bunny a drink of water ?,give,give,VB,drink,bunny,NN,NNP
let's give bunny a drink of water ?,give,give,VB,drink,bunny,NN,NNP
shall we give dolly a bath ?,give,give,VB,bath,dolly,NN,NNP
let's take the dress off the dolly before we give her a bath .,give,give,VBP,bath,her,NN,PRP
did doctor hartzell give you a lollipop .,give,give,VB,lollipop,you,NN,PRP
nonna silvia sent you this birthday card yesterday .,send,sent,VBD,card,you,NN,PRP
they sent nina another birthday card ?,send,sent,VBD,card,nina,NN,NNP
see they sent you this birthday card .,send,sent,VBD,card,you,NN,PRP
they sent nina this pretty birthday card ?,send,sent,VBD,card,nina,NN,NNP
and mrs wood gave nina this birthday card ?,give,gave,VBD,card,nina,NN,NNP
did bob and scott give nina this puzzle .,give,give,VB,puzzle,nina,NN,NNP
did mrs wood give you this necklace ?,give,give,VB,necklace,you,NN,PRP
and what did you tell mommy ?,tell,tell,VB,mommy,what,NN,WP
and mommy gave him a big hug .,give,gave,VBD,hug,him,NN,PRP
paddington had never been in a store where they tried so hard to make their customers happy and he gave the man a friendly wave .,give,gave,VBD,wave,man,NN,NN
well done said the lady handing him a ticket .,hand,handing,VBG,ticket,him,NN,PRP
you wouldn't think said the manager that giving someone a prize would be so difficult .,give,giving,VBG,prize,someone,NN,NN
and he gave a man doing deep breathing exercises a very hard stare indeed .,give,gave,VBD,exercises,man,NNS,NN
i hope he's not long said judy i brought him a special cone .,bring,brought,VBD,cone,him,NN,PRP
which should we read first sam or cookies .,read,read,VB,sam,which,NNP,WDT
do you remember who gave you that for a present ?,give,gave,VBD,that,you,DT,PRP
they gave you that ?,give,gave,VBD,that,you,DT,PRP
or do you wanna give the duck a different name .,give,give,VB,name,duck,NN,NN
one of the nurses gave you a grizzly bear .,give,gave,VBD,bear,you,NN,PRP
it was janet who gave you the grizzly bear .,give,gave,VBD,bear,you,NN,PRP
did grandma tell you that .,tell,tell,VB,that,you,DT,PRP
you can bring them from downstairs but let's make daddy this coffee first ?,make,make,VB,coffee,daddy,NN,NN
oh what did daddy give you .,give,give,VB,you,what,PRP,WP
go ahead and eat some and i'll tell you the story of goldilocks .,tell,tell,VB,story,you,NN,PRP
and the papa bear says don't worry we'll make you some more porridge .,make,make,VB,porridge,you,NN,PRP
i know they gave us the wrong color ?,give,gave,VBD,color,us,NN,PRP
okay daddy made you eggs ?,make,made,VBD,eggs,you,NNS,PRP
daddy made you scrambled eggs with corn peas .,make,made,VBD,eggs,you,NNS,PRP
daddy made you a whole jar of it .,make,made,VBD,jar,you,NN,PRP
gonna feed you these eggs .,feed,feed,VB,eggs,you,NNS,PRP
give you lots of good stuff .,give,give,VB,lots,you,NNS,PRP
i'm not gonna give you any more chocolate milk .,give,give,VB,milk,you,NN,PRP
give sandra a cookie kiss .,give,give,VB,kiss,sandra,NN,NNP
give her kiss .,give,give,VB,kiss,her,NN,PRP
and gave him a .,give,gave,VBD,a,him,DT,PRP
could you give me those other two pieces there .,give,give,VB,pieces,me,NNS,PRP
give me it ?,give,give,VB,it,me,PRP,PRP
give me it rachel ?,give,give,VB,it,me,PRP,PRP
what color table are you making nina ?,make,making,VBG,nina,table,NN,NN
give me one of those yellows ?,give,give,VB,one,me,NN,PRP
okay so give me the one you have ?,give,give,VB,one,me,NN,PRP
show can you show ari some toys ?,show,show,VB,toys,ari,NNS,NNP
can you show me some other toys ?,show,show,VB,toys,me,NNS,PRP
can you can you sing her a song ?,sing,sing,VB,song,her,NN,PRP
maybe nina could bring ari some toys .,bring,bring,VB,toys,ari,NNS,NNP
why don't you give ari the dolly nina .,give,give,VB,nina,ari,NNP,NNP
why don't you give rachel the little baby bird that you have in your hand ?,give,give,VB,bird,rachel,NN,NNP
did santa claus bring you that horse ?,bring,bring,VB,horse,you,NN,PRP
did santa claus bring you that horse ?,bring,bring,VB,horse,you,NN,PRP
can you show us some new toys ?,show,show,VB,toys,us,NNS,PRP
who is giving you the tape peter ?,give,giving,VBG,tape,you,NN,PRP
show lois your belt .,show,show,VB,belt,lois,NN,PRP
what'd you give me the boy for ?,give,give,VB,boy,me,NN,PRP
peter will you show us your garage ?,show,show,VB,garage,us,NN,PRP
did he bring you something ?,bring,bring,VB,something,you,NN,PRP
well put the give me the pen and then use two hands and then you can do it .,give,give,VB,pen,me,NN,PRP
oh did lois bring you paper ?,bring,bring,VB,paper,you,NN,PRP
you bringing me the ark ?,bring,bringing,VBG,ark,me,NN,PRP
lois'll give you some paper ask her .,give,give,VB,paper,you,NN,PRP
please okay we'll give you some paper and then you can write on the paper there you go .,give,give,VB,paper,you,NN,PRP
and what did he bring her .,bring,bring,VB,her,what,PRP,WP
right he brought her cocoa .,bring,brought,VBD,cocoa,her,NN,PRP
he brought her a blanket and cocoa and called the ?,bring,brought,VBD,blanket,her,NN,PRP
um we've been going like we go to greg's a lot because it's like how many places can you take her .,take,take,VB,her,places,PRP,NNS
you wanna show manuela your cash register honey ?,show,show,VB,register,manuela,NN,NNP
i have to ask my sister if she actually told her that .,tell,told,VBD,that,her,DT,PRP
oh that is a special book who brought you this special book .,bring,brought,VBD,book,you,NN,PRP
no manuela brought you this special book remember .,bring,brought,VBD,book,you,NN,PRP
the polly that manuela brought you .,bring,brought,VBD,you,that,PRP,WDT
i told you this story right when she was .,tell,told,VBD,story,you,NN,PRP
you giving me a high five .,give,giving,VBG,five,me,CD,PRP
did daddy teach you that .,teach,teach,VB,that,you,DT,PRP
daddy was teaching you high five .,teach,teaching,VBG,five,you,CD,PRP
alright what can we give you !,give,give,VB,you,what,PRP,WP
i gave you a red .,give,gave,VBD,red,you,NN,PRP
another red what do you say ?,say,say,VB,what,red,WP,NN
now i'll give you some dough if you stop banging .,give,give,VB,dough,you,NN,PRP
i'm trying to show you but you don't like when mommy shows you things you get aggravated .,show,shows,VBZ,things,you,NNS,PRP
i don't think i gave you enough dough .,give,gave,VBD,dough,you,NN,PRP
here i'll give you some more dough .,give,give,VB,dough,you,NN,PRP
i'll give you some more .,give,give,VB,more,you,JJR,PRP
give me that one .,give,give,VB,one,me,NN,PRP
give me the broken one .,give,give,VB,one,me,NN,PRP
show me honey .,show,show,VB,honey,me,NN,PRP
yes rachel gave you that book .,give,gave,VBD,book,you,NN,PRP
and what did leila give you for your birthday .,give,give,VB,you,what,PRP,WP
no leila gave you this .,give,gave,VBD,this,you,DT,PRP
leila gave nina a monkey ?,give,gave,VBD,monkey,nina,NN,NNP
i like this present that ellie and david gave you .,give,gave,VBD,you,that,PRP,WDT
linda gave you the puppet for your birthday .,give,gave,VBD,puppet,you,NN,PRP
did jerry give you this dolly .,give,give,VB,dolly,you,NN,PRP
oh are you giving me a big hug .,give,giving,VBG,hug,me,NN,PRP
we'll stay down here for now but i could read you a story .,read,read,VB,story,you,NN,PRP
mommy sang you the whole song let's play with some toys .,sing,sang,VBD,song,you,NN,PRP
are you gonna give me a bite ?,give,give,VB,bite,me,NN,PRP
i'll tell you mine ?,tell,tell,VB,mine,you,PRP,PRP
oh yeah those are dirty though i'll give you one of these ?,give,give,VB,one,you,CD,PRP
that's right leann gave you that .,give,gave,VBD,that,you,DT,PRP
leann gave you lots of things .,give,gave,VBD,lots,you,NNS,PRP
give the clown a little extra .,give,give,VB,extra,clown,JJ,NN
wanna give me a kiss .,give,give,VB,kiss,me,NN,PRP
give daddy kisses bye bye .,give,give,VB,kisses,daddy,NNS,NN
give daddy kisses bye bye .,give,give,VB,kisses,daddy,NNS,NN
he gave you a kiss didn't he ?,give,gave,VBD,kiss,you,NN,PRP
he'll give you a kiss when he gets home ?,give,give,VB,kiss,you,NN,PRP
i'll give you kisses ?,give,give,VB,kisses,you,NNS,PRP
are you gonna give her some ?,give,give,VB,some,her,DT,PRP
i'll give you a hint .,give,give,VB,hint,you,NN,PRP
daddy make you an egg with cheese and bacon ?,make,make,VB,egg,you,NN,PRP
let me give you one more bite ?,give,give,VB,bite,you,NN,PRP
let me give you give you good bite of egg .,give,give,VB,bite,you,NN,PRP
er grandma sent you that at valentine's day !,send,sent,VBD,that,you,DT,PRP
you remember when grandma sent you something for valentine's day ?,send,sent,VBD,something,you,NN,PRP
no grandma gave you that .,give,gave,VBD,that,you,DT,PRP
no i gave you that one ?,give,gave,VBD,one,you,NN,PRP
grandma gave you this one ?,give,gave,VBD,one,you,NN,PRP
no mommie gave you that one ?,give,gave,VBD,one,you,NN,PRP
easter bunny gave you that one ?,give,gave,VBD,one,you,NN,PRP
show tom that ?,show,show,VB,that,tom,DT,NNP
give me that one ?,give,give,VB,one,me,NN,PRP
show me the big one .,show,show,VB,one,me,NN,PRP
maybe after you wake up from your nap if you ask him please papa maybe he'd make you another one ?,make,make,VB,you,him,PRP,PRP
show me a bap ?,show,show,VB,bap,me,NN,PRP
well how about i give you a new pad .,give,give,VBP,pad,you,NN,PRP
that's what i asked you ?,ask,asked,VBD,you,what,PRP,WP
we'll wash that off tonight when we give you a bath .,give,give,VBP,bath,you,NN,PRP
daddy's gonna give you a bath !,give,give,VB,bath,you,NN,PRP
oh after you eat you're gonna give some of your friends a bath ?,give,give,VB,bath,some,NN,DT
did she give you something you remember what she gave you .,give,give,VB,something,you,NN,PRP
what else makes a noise when you eat it a crunchy noise ?,make,makes,VBZ,it,noise,PRP,NN
i'm gonna go look for emily mommily so you can give her a bath ?,give,give,VB,bath,her,NN,PRP
