sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
alright wait a minute i'll give it to you .,give,give,VB,it,you,PRP,PRP
and a cake and we'll sing happy birthday to violet .,sing,sing,VB,birthday,violet,NN,NNP
frank sent that picture to nina ?,send,sent,VBD,picture,nina,NN,NNP
here's a birthday card that nonna sent to nina ?,send,sent,VBD,that,nina,WDT,NNP
what is the rabbit giving to the deer ?,give,giving,VBG,what,deer,WP,NN
he's giving something to the deer ?,give,giving,VBG,something,deer,NN,NN
what is the rabbit giving to the deer ?,give,giving,VBG,what,deer,WP,NN
would you like to sing happy birthday to your sister ?,sing,sing,VB,birthday,sister,NN,NN
would you like us to sing happy birthday to you .,sing,sing,VB,birthday,you,NN,PRP
would you like to read sneezer to me .,read,read,VB,sneezer,me,NN,PRP
alright you read pancake to fraser .,read,read,VBD,pancake,fraser,NNP,NNP
yeah you read it to me !,read,read,VBD,it,me,PRP,PRP
you don't take your easter baskets to bed ?,take,take,VB,baskets,bed,NNS,NN
and he would throw the crocodile throw the mangos down to the crocodile to eat .,throw,throw,VB,mangos,crocodile,NNS,NN
mommy gonna sing happy birthday to you ?,sing,sing,VB,birthday,you,NN,PRP
they are gonna sing happy birthday to you at school today ?,sing,sing,VB,birthday,you,NN,PRP
it does not make any difference to me ?,make,make,VB,difference,me,NN,PRP
take his lunch to the beach in this .,take,take,VB,lunch,beach,NN,NN
can you pick him up and give him to mommy ?,give,give,VB,him,mommy,PRP,NN
oh what are you going say to daddy ?,say,say,VB,what,daddy,WP,NN
you give it to the doggie .,give,give,VBP,it,doggie,PRP,NN
who took us to it ?,take,took,VBD,us,it,PRP,PRP
would you like to read this book to me to mommy .,read,read,VB,book,me,NN,PRP
look what nonna sent to you ?,send,sent,VBD,what,you,WP,PRP
look what nonna sent to nina ?,send,sent,VBD,what,nina,WP,NNP
okay i'm going to send the car to nina .,send,send,VB,car,nina,NN,NNP
can you throw the balloon to me ?,throw,throw,VB,balloon,me,NN,PRP
you go over there and throw the balloon to me ?,throw,throw,VB,balloon,me,NN,PRP
pick up the balloon and throw it to me .,throw,throw,VB,it,me,PRP,PRP
ellie and david brought that balloon to you last night didn't they ?,bring,brought,VBD,balloon,you,NN,PRP
is that what the horsie's saying to the doggie .,say,saying,VBG,what,doggie,WP,NN
okay why don't you read this book to mommy .,read,read,VB,book,mommy,NN,NN
you read this book to mommy ?,read,read,VBD,book,mommy,NN,NN
what are you giving to bunny ?,give,giving,VBG,what,bunny,WP,NNP
shall we give some carrot to the tiger ?,give,give,VB,carrot,tiger,NN,NN
you going to give a shampoo to dolly ?,give,give,VB,shampoo,dolly,NN,NNP
no he didn't give a lollipop to mommy .,give,give,VB,lollipop,mommy,NN,NN
he gave a lollipop to nina didn't he ?,give,gave,VBD,lollipop,nina,NN,NNP
what are you giving to dolly ?,give,giving,VBG,what,dolly,WP,NNP
mila sent this birthday card to nina ?,send,sent,VBD,card,nina,NN,NNP
to ronnie's house that you showed mommy .,show,showed,VBD,house,mommy,NN,NN
what do we say to swiper ?,say,say,VB,what,swiper,WP,NNP
she asked me to read a book to her and i was taking to my sister on the phone and i said let me talk to auntie for one second and i'll read you the book .,read,read,VB,book,her,NN,PRP
he lifted his hat to the manager who was standing just inside the door .,lift,lifted,VBD,hat,manager,NN,NN
today said mister brown at breakfast one bright summer morning feels like the kind of day for taking a young bear to the seaside .,take,taking,VBG,bear,seaside,NN,NN
if it took the browns a long time to explain a punch and judy show to paddington it took them even longer to explain paddington to mister briggs .,explain,explain,VB,show,paddington,NN,NNP
are you gonna give some breakfast to your zoo animals .,give,give,VB,breakfast,animals,NN,NNS
well i can call and just mention it to them at least .,mention,mention,VB,it,them,PRP,PRP
i can do that but what are you gonna eat while i'm telling it to you .,tell,telling,VBG,it,you,PRP,PRP
i will tell it to you but you've got to be eating something .,tell,tell,VB,it,you,PRP,PRP
okay and so then she takes the bowl and she takes it over to the sink .,take,takes,VBZ,it,sink,PRP,NN
give it to mommy nomi ?,give,give,VB,it,nomi,PRP,NNP
do you think she'll take you to mormor's house ?,take,take,VB,you,house,PRP,NN
here nina bring the pieces of puzzle to becca .,bring,bring,VB,pieces,puzzle,NNS,NN
you give them to becca .,give,give,VBP,them,becca,PRP,NNP
shall we roll it to each other .,roll,roll,VB,it,other,PRP,JJ
you threw it to mommy ?,throw,threw,VBD,it,mommy,PRP,NN
nina gave it to me ?,give,gave,VBD,it,me,PRP,PRP
here i gave it to nina .,give,gave,VBD,it,nina,PRP,NNP
let's give the baby bird to rachel ?,give,give,VB,bird,rachel,NN,NNP
do you want to give the baby bird to rachel so she can find a place for it ?,give,give,VB,bird,rachel,NN,NNP
give it back to nina ?,give,give,VB,it,nina,PRP,NNP
why don't you give the ball to ari .,give,give,VB,ball,ari,NN,NNP
nina give the ball to ari .,give,give,VBP,ball,ari,NN,NNP
can you give it to ari ?,give,give,VB,it,ari,PRP,NNP
oh show your hurt to your mommy .,show,show,VB,hurt,mommy,NN,NN
and it's gonna take it to the zoo .,take,take,VB,it,zoo,PRP,NN
well i thought you were gonna read it to me .,read,read,VB,it,me,PRP,PRP
you gave um all to me what should i do with them ?,give,gave,VBD,all,me,DT,PRP
she would have given it to you .,give,given,VBN,it,you,PRP,PRP
no who'd you give the candy to ?,give,give,VB,who,candy,WP,NN
should i give it to him ?,give,give,VB,it,him,PRP,PRP
you want lois to read it to you ?,read,read,VB,it,you,PRP,PRP
so charles's father took him to town and bought him so beautiful football things .,take,took,VBD,him,town,PRP,NN
yeah what did he bring to missus block .,bring,bring,VB,what,block,WP,NNP
i heard her say this to herself this morning .,say,say,VB,this,herself,DT,PRP
can you say it to manuela ?,say,say,VB,it,manuela,PRP,NNP
you wanna give that back to manuela ?,give,give,VB,that,manuela,DT,NNP
should we bring them into the other room so you can talk to manuela .,bring,bring,VB,them,room,PRP,NN
should we sing our song to manuela .,sing,sing,VB,song,manuela,NN,NNP
like i don't think she ever brought it to my sister's house ?,bring,brought,VBD,it,house,PRP,NN
she said it to me in the car the other day i opened ?,say,said,VBD,it,me,PRP,PRP
the cream and what did you say to mommy .,say,say,VB,what,mommy,WP,NN
you actually gave it to me two weeks ago and i forgot to .,give,gave,VBD,it,me,PRP,PRP
we'll bring some to everybody ?,bring,bring,VB,some,everybody,DT,NN
who gave this doctor to nina ?,give,gave,VBD,doctor,nina,NN,NNP
did we sing happy birthday to you .,sing,sing,VB,birthday,you,NN,PRP
did miriam give it to you .,give,give,VB,it,you,PRP,PRP
but daddy gave it to me ?,give,gave,VBD,it,me,PRP,PRP
do you want me to read this book to you ?,read,read,VB,book,you,NN,PRP
why don't you read a book to roy and tom .,read,read,VB,book,roy,NN,NNP
why don't you read your book to tom okay .,read,read,VB,book,okay,NN,NNP
who gave that to you ?,give,gave,VBD,that,you,DT,PRP
aren't you gonna say goodbye to the camera ?,say,say,VB,goodbye,camera,UH,NN
no i'm not taking it to new brunswick .,take,taking,VBG,it,brunswick,PRP,NNP
now would you take this to the kitchen .,take,take,VB,this,kitchen,DT,NN
why don't you take the bibs out on to the counter for me please ?,take,take,VB,bibs,counter,NNS,NN
i'll write it on the when i come to the next page .,write,write,VB,it,the,PRP,DT
i thought daddy was gonna read it to you .,read,read,VB,it,you,PRP,PRP
you giving it to daddy ?,give,giving,VBG,it,daddy,PRP,NNP
okay give it to daddy please ?,give,give,VB,it,daddy,PRP,NN
we took a book to the library called tumble up the road ?,take,took,VBD,book,library,NN,NN
we could send them to hm who could we send them to .,send,send,VB,them,hm,PRP,NNP
give yourself to the rain that has a lot of poems in it right .,give,give,VB,yourself,rain,PRP,NN
did you give kate did you give the name kate to one of your stuffed animals ?,give,give,VB,kate,name,NNP,NN
oh we brought that to the music class .,bring,brought,VBD,that,class,DT,NN
give it to mommy we'll put it in the refrigerator ?,give,give,VB,it,mommy,PRP,NN
you gonna show it to me !,show,show,VB,it,me,PRP,PRP
you show em to me no ?,show,show,VBP,em,me,PRP,PRP
you want ta bring that to me .,bring,bring,VB,that,me,DT,PRP
aha bring it to me and i'll give you a pencil .,bring,bring,VB,it,me,PRP,PRP
other way squeeze it the other way no here here give it to me ?,give,give,VB,it,it,PRP,PRP
why don't you put it back in the box and give it to me .,give,give,VB,it,me,PRP,PRP
you can show it to her but don't give it to her .,show,show,VB,it,her,PRP,PRP
well go show em to her .,show,show,VB,em,her,PRP,PRP
you just give it to me okay !,give,give,VBP,it,me,PRP,PRP
last night i was saying something to him .,say,saying,VBG,something,him,NN,PRP
you just want ta take it to the table so you'll have plenty just in case you run out !,take,take,VB,it,table,PRP,NN
and sent the wild things off to bed without their supper .,send,sent,VBD,things,bed,NNS,NN
did you tell tell manuela what you said to me when it was raining .,say,said,VBD,what,me,WP,PRP
lana took everybody to the lake .,take,took,VBD,everybody,lake,NN,NN
oh sweetie bring it over to me .,bring,bring,VB,it,me,PRP,PRP
oh gosh he's giving a big plank of wood to the person in the house .,give,giving,VBG,plank,wood,NN,NN
can you bring this to manuela ?,bring,bring,VB,this,manuela,DT,NNP
what do we say blankie to the ?,say,say,VB,what,the,WP,DT
oh well tough luck um so like sometimes she doesn't she'll take a nap from like three to five .,take,take,VB,nap,three,NN,CD
you wanna give it to mommy ?,give,give,VB,it,mommy,PRP,NN
okay do you want me to take them to the store ?,take,take,VB,them,store,PRP,NN
i'll take them to the store ?,take,take,VB,them,store,PRP,NN
wanna sit down and i'll read it to you ?,read,read,VB,it,you,PRP,PRP
what did she yell to the kittie cat ?,yell,yell,VB,what,cat,WP,NN
can you see how much the they sandy paid for this when she went to the supermarket ?,pay,paid,VBD,much,this,JJ,DT
then i i uh pulled it out and i showed it to mommy ?,show,showed,VBD,it,mommy,PRP,NN
santa claus brought that to you too ?,bring,brought,VBD,that,you,DT,PRP
frank sent this to you .,send,sent,VBD,this,you,DT,PRP
no no give it to me nina .,give,give,VB,it,me,PRP,PRP
i almost didn't give it to her ?,give,give,VB,it,her,PRP,PRP
what is he saying to the dinosaur ?,say,saying,VBG,what,dinosaur,WP,NN
we'll give the book to to little roo ?,give,give,VB,book,to,NN,IN
can you tell manuela what you said to mommy at the dinner table the other night ?,say,said,VBD,what,mommy,WP,NN
and what does dora say to swiper .,say,say,VB,what,swiper,WP,NNP
you could show your baby elephant to manuela .,show,show,VB,elephant,manuela,NN,NNP
what about the mommy should she tell the story so the babies will go to sleep ?,tell,tell,VB,mommy,story,NN,NN
do you wanna read that story to the baby ?,read,read,VB,story,baby,NN,NN
oh gonna go bring the babies to bubba's house .,bring,bring,VB,babies,house,NNS,NN
i'm not giving it to you because .,give,giving,VBG,it,you,PRP,PRP
oh you wanna show yer trucks to duke ?,show,show,VB,trucks,duke,NNS,NNP
give it to mommy if you're gonna hang up .,give,give,VB,it,mommy,PRP,NN
give it to mommy to hang up ?,give,give,VB,it,mommy,PRP,NN
i do not know somebody gave it to her for her for her birthday ?,give,gave,VBD,it,her,PRP,PRP
and then they took him to childrens' hospital and they give him a shot and they sewed him up a few times .,take,took,VBD,him,hospital,PRP,NN
want me to pour my milk and pass it to you then you pour your milk .,pass,pass,VB,it,you,PRP,PRP
sweetie want mommy to read a book to you ?,read,read,VB,book,you,NN,PRP
fast as you can drive the fire chief to the forest fire in this special car .,drive,drive,VB,chief,fire,NN,NN
you're gonna take henry the train to the mall .,take,take,VB,train,mall,NN,NN
and what do you say to swiper ?,say,say,VB,what,swiper,WP,NNP
and what do you say to swiper ?,say,say,VB,what,swiper,WP,NNP
what does dora say to swiper ?,say,say,VB,what,swiper,WP,NNP
did i bring this to you .,bring,bring,VB,this,you,DT,PRP
i brought it to you but they gave it to you ?,bring,brought,VBD,it,you,PRP,PRP
he took linda to the bus station .,take,took,VBD,linda,station,NNP,NN
who gave it to you ?,give,gave,VBD,it,you,PRP,PRP
nonno and nonna gave it to you right .,give,gave,VBD,it,you,PRP,PRP
giving car to devon .,give,giving,VBG,car,devon,NNP,NNP
yes i'm gonna give it to you .,give,give,VB,it,you,PRP,PRP
wanna bring them back to dada for a minute .,bring,bring,VB,them,dada,PRP,NNP
that's bringing a sick person to the hospital .,bring,bringing,VBG,person,hospital,NN,NN
can you pick that paper up and give it to mommy then ?,give,give,VB,it,mommy,PRP,NN
i'm gonna bring it to the table in one second .,bring,bring,VB,it,table,PRP,NN
would you like to take this doll to maggie's house today ?,take,take,VB,doll,house,NN,NN
who will you show it to ?,show,show,VB,who,it,WP,PRP
show it to leila ?,show,show,VB,it,leila,PRP,NNP
okay you bring it to mommy ?,bring,bring,VB,it,mommy,PRP,NN
let me show it to you ?,show,show,VB,it,you,PRP,PRP
i want you to read the story to me ?,read,read,VB,story,me,NN,PRP
where you gonna fly your airplane to el ?,fly,fly,VB,airplane,el,NN,NNP
what do you think he's saying to sky ?,say,saying,VBG,what,sky,WP,NNP
you gonna bring it to the grocery store ?,bring,bring,VB,it,store,PRP,NN
give it to me .,give,give,VB,it,me,PRP,PRP
come show it to me .,show,show,VB,it,me,PRP,PRP
come show it to me .,show,show,VB,it,me,PRP,PRP
show it to me again .,show,show,VB,it,me,PRP,PRP
i'm not gonna show it to you ?,show,show,VB,it,you,PRP,PRP
not gonna show it to you ?,show,show,VB,it,you,PRP,PRP
you may see it when i give it to her ?,give,give,VBP,it,her,PRP,PRP
eve you can read the stories to me .,read,read,VB,stories,me,NNS,PRP
who can read them to you ?,read,read,VB,them,you,PRP,PRP
should i give it to mama .,give,give,VB,it,mama,PRP,NNP
you may take it to bed with you .,take,take,VB,it,bed,PRP,NN
push push over here to the drying part ?,push,push,VB,push,part,NN,NN
will you show this to daddy ?,show,show,VB,this,daddy,DT,NN
no that's what nashapoo says to gerry .,say,says,VBZ,what,gerry,WP,NNP
what does gerry say to nashapoo ?,say,say,VB,what,nashapoo,WP,NNP
tell it to the radio honey .,tell,tell,VB,it,radio,PRP,NN
gerry can you say it to the radio .,say,say,VB,it,radio,PRP,NN
can you say goodbye to sharon ?,say,say,VB,goodbye,sharon,UH,NNP
you going to say goodbye to sparky .,say,say,VB,goodbye,sparky,UH,NNP
you roll it to daddy ?,roll,roll,VBP,it,daddy,PRP,NN
and what do we say to joe .,say,say,VB,what,joe,WP,NNP
mail carriers deliver letters and packages to people's homes .,deliver,deliver,VBP,letters,homes,NNS,NNS
next judy showed paddington to the bathroom ?,show,showed,VBD,paddington,bathroom,NNP,NN
who's it saying moo to ?,say,saying,VBG,who,moo,WP,UH
oh it might've been a fly that makes more sense to me .,make,makes,VBZ,sense,me,NN,PRP
i'm gonna cool it down before i give it to you don't worry .,give,give,VBP,it,you,PRP,PRP
i'm gonna give it to you .,give,give,VB,it,you,PRP,PRP
well anyway you got a little frightened of the noise and mommy came in and said you could read a book for a while and then you finished the book and now it will be time to go to sleep .,read,read,VB,book,while,NN,NN
