idx,template_id,item,dative,hypothesis_id,hypothesis_item,template_type,template,combo,stimulus,agent,theme,recipient,theme_pronominality,theme_animacy,theme_definiteness,recipient_pronominality,recipient_animacy,recipient_definiteness,length_diff,givenness_template,theme_givenness,recipient_givenness
1900,1,119,pp,119,6,agent-only,agent-only,agent-only_none__nadnid_-5,"Do you see Alex ?
<s> Alex [verb] mommy to the toy that's in the basket .",Alex,mommy,the toy that's in the basket,noun,animate,definite,noun,inanimate,definite,-5,1,new,new
1901,1,119,do,119,7,agent-only,agent-only,agent-only_none__nadnid_-5,"Do you see Jenny ?
<s> Jenny [verb] the ball that's on the floor daddy .",Jenny,daddy,the ball that's on the floor,noun,animate,definite,noun,inanimate,definite,-5,1,new,new
1902,1,119,pp,119,7,agent-only,agent-only,agent-only_none__nadnid_-5,"Do you see Jenny ?
<s> Jenny [verb] daddy to the ball that's on the floor .",Jenny,daddy,the ball that's on the floor,noun,animate,definite,noun,inanimate,definite,-5,1,new,new
1903,1,119,do,119,8,agent-only,agent-only,agent-only_none__nadnid_-5,"Do you see William ?
<s> William [verb] the ball with a star on it the horse .",William,the horse,the ball with a star on it,noun,animate,definite,noun,inanimate,definite,-5,1,new,new
1904,1,119,pp,119,8,agent-only,agent-only,agent-only_none__nadnid_-5,"Do you see William ?
<s> William [verb] the horse to the ball with a star on it .",William,the horse,the ball with a star on it,noun,animate,definite,noun,inanimate,definite,-5,1,new,new
1905,1,120,do,120,1,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Judy ?
<s> Judy [verb] the toy that's in the bag the little cat .",Judy,the little cat,the toy that's in the bag,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1906,1,120,pp,120,1,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Judy ?
<s> Judy [verb] the little cat to the toy that's in the bag .",Judy,the little cat,the toy that's in the bag,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1907,1,120,do,120,2,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Michael ?
<s> Michael [verb] the cup with a red top the baby boys .",Michael,the baby boys,the cup with a red top,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1908,1,120,pp,120,2,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Michael ?
<s> Michael [verb] the baby boys to the cup with a red top .",Michael,the baby boys,the cup with a red top,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1909,1,120,do,120,3,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see William ?
<s> William [verb] the toy that's in the basket the little dog .",William,the little dog,the toy that's in the basket,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1910,1,120,pp,120,3,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see William ?
<s> William [verb] the little dog to the toy that's in the basket .",William,the little dog,the toy that's in the basket,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1911,1,120,do,120,4,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Laura ?
<s> Laura [verb] the toy that's in the box the naughty girls .",Laura,the naughty girls,the toy that's in the box,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1912,1,120,pp,120,4,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Laura ?
<s> Laura [verb] the naughty girls to the toy that's in the box .",Laura,the naughty girls,the toy that's in the box,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1913,1,120,do,120,5,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Sarah ?
<s> Sarah [verb] the ball that's on the floor the small horse .",Sarah,the small horse,the ball that's on the floor,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1914,1,120,pp,120,5,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Sarah ?
<s> Sarah [verb] the small horse to the ball that's on the floor .",Sarah,the small horse,the ball that's on the floor,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1915,1,120,do,120,6,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Alex ?
<s> Alex [verb] the toy that's in the basket the small bears .",Alex,the small bears,the toy that's in the basket,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1916,1,120,pp,120,6,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Alex ?
<s> Alex [verb] the small bears to the toy that's in the basket .",Alex,the small bears,the toy that's in the basket,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1917,1,120,do,120,7,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Mark ?
<s> Mark [verb] the pencil that's on the couch the naughty girl .",Mark,the naughty girl,the pencil that's on the couch,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1918,1,120,pp,120,7,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Mark ?
<s> Mark [verb] the naughty girl to the pencil that's on the couch .",Mark,the naughty girl,the pencil that's on the couch,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1919,1,120,do,120,8,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Jenny ?
<s> Jenny [verb] the pencil that's on the desk the big boy .",Jenny,the big boy,the pencil that's on the desk,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1920,1,120,pp,120,8,agent-only,agent-only,agent-only_none__nadnid_-3,"Do you see Jenny ?
<s> Jenny [verb] the big boy to the pencil that's on the desk .",Jenny,the big boy,the pencil that's on the desk,noun,animate,definite,noun,inanimate,definite,-3,1,new,new
1921,1,121,do,121,1,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Laura ?
<s> Laura [verb] the tool boxes the cute cat .",Laura,the cute cat,the tool boxes,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1922,1,121,pp,121,1,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Laura ?
<s> Laura [verb] the cute cat to the tool boxes .",Laura,the cute cat,the tool boxes,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1923,1,121,do,121,2,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Alex ?
<s> Alex [verb] the boxes the cat .",Alex,the cat,the boxes,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1924,1,121,pp,121,2,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Alex ?
<s> Alex [verb] the cat to the boxes .",Alex,the cat,the boxes,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1925,1,121,do,121,3,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see William ?
<s> William [verb] the ball the bear .",William,the bear,the ball,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1926,1,121,pp,121,3,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see William ?
<s> William [verb] the bear to the ball .",William,the bear,the ball,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1927,1,121,do,121,4,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Michael ?
<s> Michael [verb] the big cookie the big horses .",Michael,the big horses,the big cookie,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1928,1,121,pp,121,4,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Michael ?
<s> Michael [verb] the big horses to the big cookie .",Michael,the big horses,the big cookie,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1929,1,121,do,121,5,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Jenny ?
<s> Jenny [verb] the big cookies the big bear .",Jenny,the big bear,the big cookies,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1930,1,121,pp,121,5,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Jenny ?
<s> Jenny [verb] the big bear to the big cookies .",Jenny,the big bear,the big cookies,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1931,1,121,do,121,6,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Sarah ?
<s> Sarah [verb] the chocolate cookies the big boy .",Sarah,the big boy,the chocolate cookies,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1932,1,121,pp,121,6,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Sarah ?
<s> Sarah [verb] the big boy to the chocolate cookies .",Sarah,the big boy,the chocolate cookies,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1933,1,121,do,121,7,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Mark ?
<s> Mark [verb] the small pencils the big girls .",Mark,the big girls,the small pencils,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1934,1,121,pp,121,7,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Mark ?
<s> Mark [verb] the big girls to the small pencils .",Mark,the big girls,the small pencils,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1935,1,121,do,121,8,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Judy ?
<s> Judy [verb] the little book the cute cat .",Judy,the cute cat,the little book,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1936,1,121,pp,121,8,agent-only,agent-only,agent-only_none__nadnid_0,"Do you see Judy ?
<s> Judy [verb] the cute cat to the little book .",Judy,the cute cat,the little book,noun,animate,definite,noun,inanimate,definite,0,1,new,new
1937,1,122,do,122,1,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Laura ?
<s> Laura [verb] the chairs the small bears .",Laura,the small bears,the chairs,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1938,1,122,pp,122,1,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Laura ?
<s> Laura [verb] the small bears to the chairs .",Laura,the small bears,the chairs,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1939,1,122,do,122,2,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Mark ?
<s> Mark [verb] the book with pictures the cat in the box .",Mark,the cat in the box,the book with pictures,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1940,1,122,pp,122,2,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Mark ?
<s> Mark [verb] the cat in the box to the book with pictures .",Mark,the cat in the box,the book with pictures,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1941,1,122,do,122,3,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Sarah ?
<s> Sarah [verb] the lego the red dog .",Sarah,the red dog,the lego,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1942,1,122,pp,122,3,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Sarah ?
<s> Sarah [verb] the red dog to the lego .",Sarah,the red dog,the lego,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1943,1,122,do,122,4,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Jenny ?
<s> Jenny [verb] the book with those circles the horse that's in the barn .",Jenny,the horse that's in the barn,the book with those circles,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1944,1,122,pp,122,4,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Jenny ?
<s> Jenny [verb] the horse that's in the barn to the book with those circles .",Jenny,the horse that's in the barn,the book with those circles,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1945,1,122,do,122,5,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Michael ?
<s> Michael [verb] the cup with orange juice the boy who's on the bicycle .",Michael,the boy who's on the bicycle,the cup with orange juice,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1946,1,122,pp,122,5,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Michael ?
<s> Michael [verb] the boy who's on the bicycle to the cup with orange juice .",Michael,the boy who's on the bicycle,the cup with orange juice,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1947,1,122,do,122,6,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see William ?
<s> William [verb] the cookie the little girl .",William,the little girl,the cookie,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1948,1,122,pp,122,6,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see William ?
<s> William [verb] the little girl to the cookie .",William,the little girl,the cookie,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1949,1,122,do,122,7,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Alex ?
<s> Alex [verb] the cups the baby girl .",Alex,the baby girl,the cups,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1950,1,122,pp,122,7,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Alex ?
<s> Alex [verb] the baby girl to the cups .",Alex,the baby girl,the cups,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1951,1,122,do,122,8,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Judy ?
<s> Judy [verb] the toy the cute dogs .",Judy,the cute dogs,the toy,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1952,1,122,pp,122,8,agent-only,agent-only,agent-only_none__nadnid_1,"Do you see Judy ?
<s> Judy [verb] the cute dogs to the toy .",Judy,the cute dogs,the toy,noun,animate,definite,noun,inanimate,definite,1,1,new,new
1953,1,123,do,123,1,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Laura ?
<s> Laura [verb] the cookie the bear with a button .",Laura,the bear with a button,the cookie,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1954,1,123,pp,123,1,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Laura ?
<s> Laura [verb] the bear with a button to the cookie .",Laura,the bear with a button,the cookie,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1955,1,123,do,123,2,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Michael ?
<s> Michael [verb] the red toys the cat that's in the hat .",Michael,the cat that's in the hat,the red toys,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1956,1,123,pp,123,2,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Michael ?
<s> Michael [verb] the cat that's in the hat to the red toys .",Michael,the cat that's in the hat,the red toys,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1957,1,123,do,123,3,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Alex ?
<s> Alex [verb] the lego the boy with round glasses .",Alex,the boy with round glasses,the lego,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1958,1,123,pp,123,3,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Alex ?
<s> Alex [verb] the boy with round glasses to the lego .",Alex,the boy with round glasses,the lego,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1959,1,123,do,123,4,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Mark ?
<s> Mark [verb] the white pencils the horse with the funny hat .",Mark,the horse with the funny hat,the white pencils,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1960,1,123,pp,123,4,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Mark ?
<s> Mark [verb] the horse with the funny hat to the white pencils .",Mark,the horse with the funny hat,the white pencils,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1961,1,123,do,123,5,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Jenny ?
<s> Jenny [verb] the big cookies the cat that's on the tree .",Jenny,the cat that's on the tree,the big cookies,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1962,1,123,pp,123,5,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Jenny ?
<s> Jenny [verb] the cat that's on the tree to the big cookies .",Jenny,the cat that's on the tree,the big cookies,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1963,1,123,do,123,6,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see William ?
<s> William [verb] the big box the boy who's on the bicycle .",William,the boy who's on the bicycle,the big box,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1964,1,123,pp,123,6,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see William ?
<s> William [verb] the boy who's on the bicycle to the big box .",William,the boy who's on the bicycle,the big box,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1965,1,123,do,123,7,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Sarah ?
<s> Sarah [verb] the red pencil the boy who's on the bicycle .",Sarah,the boy who's on the bicycle,the red pencil,noun,animate,definite,noun,inanimate,definite,3,1,new,new
1966,1,123,pp,123,7,agent-only,agent-only,agent-only_none__nadnid_3,"Do you see Sarah ?
<s> Sarah [verb] the boy who's on the bicycle to the red pencil .",Sarah,the boy who's on the bicycle,the red pencil,noun,animate,definite,noun,inanimate,definite,3,1,new,new
